text,file
eğlence ve evanjelolojik destekçiliğin birleşimi içinde yakışıklı ve samimi ama biraz garip,4
Polonyalı bir barf torbasına ulaşacak kadar agresif bir şekilde,4
scooby-doo eski hayranlar için ya da aptalca nickelodeon-esque kiddie fiske için kampa geri çağırmada retro-tekrar egzersiz yapmak isteyip istemediğini bilmiyor,4
russell görsel panache'den komik dokunuştan ve belki de somerin başlık özelliklerinin bütçesinden yoksundur,4
son derece eşitsiz ve tutarsız   margarita happy hour kinda içinde bulunan el cheapo margaritalarını andırıyor,4
çok aptal ve sinir bozucu,4
Tüm korkuların toplamı nükleer terörizmle ilgili ciddi bir keşif yapıyormuş gibi görünüyor ama bu soğuk savaş paranoyası üzerinde ısınmaktan başka bir şey değil,4
listesiz ve desultory bir olay,4
Kızların kötü davranan filmlerinin düştüğü derinlikleri temsil eder,4
Inept saraya nasıl hizmet ediyor? Elizabeth Hurley'in bile iğrenç ve çirkin görünmesini sağlar,4
kelimenin tam anlamıyla çürük şakalar ile reçel dolu Her beş dakikada bir birisi saatli,4
'2002 yılı sinema düşmanı' ödülüne oy verdim,4
Herhangi bir Çehov hiçbir Çehov değil ama bu son 100 yılın en büyük oyunlarından birine giriş olsaydı utanç olurdu,4
Helmer Hudlin bir kalça komedi yapmayı dener ama slapstick'e olan bağımlılığı daha karanlık bir şekilde ölmüş bir yaratma olasılığını ortadan kaldırır,4
tembel sefil ve kendini beğenmiş Bu yılın en büyük hayal kırıklıklarından biridir,4
Formül 51 hislerinizi piyasadaki herhangi bir eğlence amaçlı ilaca göre daha hızlı ve derinleştirdi,4
Her görsel şaka her set-up belirgin ve uzun öngörülebilir her punchline sütün enerji yok,4
Görünüşe göre yazar-yönetmen sadece bir filmi haklı çıkarmak için kendi çekmecelerinde oturan film yıldızı karısı ve kendini bırakması gerektiğini düşündü,4
kurulumdan sonra hava bir saatten fazla bir süre sonra momentumunu düzleştirerek filmden dışarı sızar,4
Bu bir poster filmi onlar gibi filmlere vasat bir haraç!,4
üç saatte ve çok az hikaye ya da karakter gelişimi ile düzenleme için bolca yer vardır ve çok daha kısa bir kesim kesinlikle kültürel entrikadan ödün vermeden daha pürüzsüz daha odaklanmış bir anlatımla sonuçlanacaktır,4
Kendisinin iddia ettiği psikolojik gerilim olarak kendi başına durması için biraz fazla türev,4
Oyun yazarı craig Lucas'ın bir öpücüğün başlangıcında sonsuz derecede daha fazla lütuf ve berraklık ile keşfettiği bir tema üzerinde kaba bir genç yönelimli varyasyon,4
Filmin daha karanlık anları özellikle son birkaç saklanma anındaki ilham verici haberleri vermek için ezici bir ihtiyaç yüzünden düzelir,4
Eğer zeus'u (koparma köpeği) tanıyorsanız bu filmi seyretmek yerine o filmi izlemek için evde olmanı diledi,4
abysmally acıklı,4
Bu kendinize söylemeden önce sadece otuz saniye boyunca izlemeniz gereken film türüdür 'ah evet burada kötü kötü kötü bir filmimiz var ',4
Şangay gettosu yorulmak bilmeyen bir hikaye üzerinde yeni bir açı bulmak için alkışlanmış olmalı ancak pasajdan önce iki kez düşünmek isteyebilirsiniz,4
Rob Reiner ve oyuncularının gönderdiği her şeyin bir kontrol listesi gibi görünüyor,4
Bu çılgınca dengesiz filmde çok fazla zorlanmış bir dram var; genç bir adamın kaçınılmaz geçmişi ve belirsiz geleceği ile son derece gölgeli ancak büyük ölçüde doyurucu olmayan bir ortamda savaşı hakkında,4
işlenmiş aptallığında bir anda gülünç ve dürtüsel olarak izlenebilir,4
Tüm duygusallık iyi bir vampir hikayesinin tüm erotizmi iğrenç goofiness tarafından emilen ve yerine pardon pardon oldu,4
Darbe ile kukuleta arasındaki kesişme noktası bu film daha fazla olmak için gayret gösteriyor ama oraya tam olarak ulaşmıyor İyi performanslar onu tam bir rehaş olmaktan korur,4
senaryo büyük ölçüde üzerine yazılıyor ton ve ton diyalog - çoğu çocuklara verildi,4
Gerçek anlaşma için yerel video mağazanızın kült bölümüne gidin,4
Bazen film gerçekten güzel görünüyor kabuslar diğer yandan bir şey olacak felinni bile bu İtalyan sahtekarlığının ne yapacağını bilemezdi,4
elmo ilacını koka göre 51 kat daha güçlü hale getiriyor Eğer kötü davranan bir canavar hikayesi arıyorsanız tekrar kapmayı izle Bundan 51 kat daha iyi,4
ergenlik çağına gelmiş olan kimseyi aslında sersemletici karakterleri ya da komiklerini komikleştiren komik bulduklarını kavramak zordur,4
ümit verici karakterlere rağmen büyük sorun 'zany'nin mutlaka' komik 'anlamına gelmediğini kanıtlayan gevşek bağlanmış bir dizi vinyettir ',4
hem shrill hem de soporific ve her şey beş veya altı kez tekrarlandığından basitçe simpleminded gibi görünebilir,4
mizah ya da hisse senedi fikirlerinde özellikle unutulmaz ve hatta tüm bu komik şeyleri öne çıkaracak kadar ileri gitmez,4
ne revelatory ne de gerçekten sinirli - sadece cehennem gibi gösterişli ve comedically emekli,4
sadece burada yer alan herkes kıyıda gibi görünüyor birkaç mütevazı gülüş var ama kesinlikle heyecan yok,4
Her geleneksel düzlemde bir tür goofy ihtişamına sahip olduğu için temelden başarısız olur,4
Filmin basit unvanına şahit olunan mutlak kayıpların yıkıcı etkisini ortaya koyan sürekli bir tiyatral duygu ve hikaye anlatım tarzına göre sinsi bir kalite var,4
howard'un kahverenginin takdiri ve yazısının açıkça iyi niyetli ve samimi olmasına rağmen filmin oturması imkânsız olurdu çünkü destekleyici kadro için değil,4
acımasız prurient whodunit,4
Git kızlar gerçekliğin drenajı,4
En zayıf sahnelenen ve aydınlatılmış eylemden bazılarını hafızaya getiren impostor taklit bir filme ulaşabileceğiniz kadar yakın,4
bu 'alternatif gerçeklik' filmlerinden biri olarak sınıflandırılabilir   sadece bir gerçeklikte çok daha iyi başa çıkacaktı,4
kestirilebilir ve cloying olsa da kahverengi şeker o kadar huzursuz olur ki rap günler öncesindeki formüle romantik dörtgenden daha fazla ruh ve ısırık getirir,4
   kabul edilemez ilgisiz unfunny ve tamamen tamamen beceriksiz,4
Film diğer filmlere atıfta bulunma ve kendi kalbi zihni ya da mizahına sahip olamadığı diğer filmler olmaya çalışmakla çok meşguldür,4
düşünülemez bir şekilde kapatılmış ve öz-bilinçli bir sanat filmi,4
çamurlu melodramatik paranormal romantizm kevin costner için tüm zamanların en düşük seviyesidir,4
Anahtar anlarda çok hantal   büyük bir sıçrama yapmak,4
Sadece orijinal ya da çok komik olmayan bir kapuçinoda dolaşan iyi aktörlerin bir demet,4
'matrix' tarzı katliamlar patlak veriyor   ama filmin şiddeti kafka esinli felsefeyle dengelemek için daha zor bir zaman geçiriyor,4
en azından yönetmen charles taş iii oldukça etkileyici bir başlangıç,4
her şey öngörülebilir bir şekilde ortaya çıkıyor ve yol boyunca gerçekleşen maceralar tekrarlayan ve gerçek bir gerilim hissi sağlamayacak şekilde zaman dolduracak şekilde tasarlanmış görünüyor,4
wanker goths gevşek! hayatın için koş !,4
Neden kimse dublör dublör ve özel efektlerle dolu bir filmde muhteşem jackie değişimini yaptı?,4
ızgara zayıf bir fiske,4
filmde iddialı bir yazı bir çizgi film senaryo yazım kitabından gelebilecek bir arsa kullanarak ortaya çıkıyor,4
İyi bir örnek sunarken insanoğlunun temel dictumlarının ötesine geçmemiz için bir sebep sunmazken,4
Bizler tekellerin bir kenara çarptığı düşünceli diyaloglar ve tek bir çizginin kenara çekmiş olduğu düşünceli diyaloğa ve rotoscope canlandırmasıyla birlikte görünür bir nedenden ötürü göremediğimiz görsel bir tarzımız var,4
   dayanılmaz topal,4
senaryoya göre hibe ve bullock'un karakterleri birbiri için yapılır ama bunu performanslardan asla tahmin edemezsiniz,4
Animasyon sadece bambiden ve aslan kralından ağır bir şekilde kaybolan ancak bu filmlerin duygusal rezonansından yoksun tahmin edilebilir bir maudlin hikayesine hizmet ediyor,4
ararat kitap raporu gibi geldi,4
steve oedekerk alas odunsu olmayan allen,4
Ekrana yansıttığı hayali spor gibi bir hayli yüksek sesle şiddet ve akılsızca,4
Kaçak bıçak koşucusu ve toplam geri çekilmenin bir karışımı sadece çok fazla enerji ya da gerilim olmadan,4
Oyunculuk amatör sinematografi iğrenç yönünü beceriksiz yazı imkansız ve şiddet bir anda özgürce grafik ve gülünç inandırıcı değil,4
jackie chan yaşlanmakta olduğunu gösterir ve bu inkarla yaşamak isterim,4
yanlış yollara banal diyaloğa ve aşırı abartılmış bir doruk noktasına sahip olursam beni öldürmek o kadar kötü bir kampa doğru sıkı bir şekilde aittir,4
alas onların hareketlerinin siyah-beyaz arşiv görüntüleri oldukça vasat bir büzgülü sergilemektedir,4
Kucak dolusu işlenmiş ve daha büyük set parçaları düz,4
Bu hiç bir zaman bir kilit almayan insanların birkaç denemeden sonra kolayca yapabildikleri ve birkaç hafta sonra uzman savaşçı haline geldikleri film türüdür,4
Formül 51'deki kargaşa sorunu saldırgan değil ama sıkıcı,4
Dijital olarak değiştirilen çekimlerin çoğu doğrudan bir televizyon ekranından çekildiği gibi tırtıklı görünürken stok görüntülerinin geniş kullanımı hızla yorucu bir klişeye dönüşür,4
Film asla geleneksel iki boyutlu bir masanın üzerine çıkmaz,4
Mark Wahlberg    60'lı bir pokepie şapkasıyla şık görünebilir ama kuru kuru ve kuru bir karakter olarak,4
Dağınık bir şekilde anlatılan filmde konuyla ilgisi olan insanların hikayeleri yüzleri ve müzikleri sadece aralıklı olarak yaşar,4
ironi bu filmin oyuncu kadrosunun mükemmel bir şekilde süper olması; performanslarının kendi başlarına durmalarına izin verilebilirdi,4
"şimdi insanların neden ""annemin kehanetleri"" konusunda çok zor olduğumu düşündüklerini anlayabiliyorum",4
eğer bir kavram gümüş bir tepside bulunan film tanrılarından teslim olursa işte budur eğer böyle güvenilir bir kavram infaz edilmek istendiyse işte budur,4
"alışılmadık bir kahramanı (bir kilt takan jackson) ve konuyla ""formül 51"" imkansız biraz eğlenceli ama çok daha güçlü olabilirdi",4
sandra bullock'un bugüne kadarki en iyi dramatik performansı (bu) heyecan-öldürücü kedi-ve-mozeri kaldırmak için neredeyse yeterli   sayılarına göre arsa üzerinde,4
iyi hissetmek için yeterli vermeyen iyi hissettiren bir film,4
ergenlere filmin sophomoric shenanigans ve slapstick karışımı ile yeterince hizmet verilse de daha bilinçli bir fikir olan bir filmin 'üstsüz bir eğitici hizmet' yapan bir filmin göreceli alçakgönüllüliğinde hayal kırıklığına uğrayabilir ',4
Bu yanlış-kimlik fotoğrafı film-kültür referansıdır ki nihai ürün bir hayalettir,4
Resim şaşırtıcı bir anemik hayal kırıklığı olarak ortaya çıkıyor,4
Niro ağlıyor Paranı geri almak için ağlayacaksın,4
Bana tokat at bu filmi gördüm,4
[çocuk] sempati için çok acıklıdır ve film finale katarken küçük değişiklikleri çukur halini alır,4
glitzin arkasında hollywood iğrenç ve iğrenç Quelle sürpriz!,4
Televizyonda başarılı bir kariyere sahip olan scherfig halledebileceğinden daha fazla mücadele eder,4
Sadece bir senaryo oynamanın küçük bir kısmı ile başlayan yeni en iyi arkadaşın bulunmadığını düşünün,4
oscar calibre cast materyale kadar yaşamaz,4
İnsanların paradaki aşktaki sorunları çağlarına özgü değildir Sadece orijinal olan ve ikna edici olmayan bir şekilde sunulan sorunlar var,4
Bu gofret-ince filmi onun çevik omuzlarında taşıyarak putrid yazı yön ve zamanlama ile bir gülümseme ile yüzer 'Ben pozitif kalırsam belki en büyük resimlerimden birine sarhoş efendimiz olabilir ',4
Bu yüzden her filmin baskısını yakmak için kullanılması gereken maçın fiyatına değmez,4
Sonunda film kennedy'in suikastı hakkında hiçbir şey söylemeden ve araştırmayı yaptığını iddia ettiği patoloji hakkında hiçbir şey söylemeden önemsiz bir şekilde bataklık çeker,4
Ballsy ve şık başlar ama tutmak ve klişelere yerleşmek için başarısız olur,4
Bazen bruckheimeresque amerikan aksiyon hareketleri daha az anlam ifade eder,4
karakterlerin yetişkinlerin çocuk gibi davrandığı özel cehennemde yaşadığı filmlerden biri çocuklar yetişkinler gibi davranıyor ve herkes durum ne olursa olsun ciğerlerinin tepesinde çığlık atıyor,4
Michael'ı öldürmenin tek yolu var: Bu filmlere bilet almayı kes,4
mülayim ama zararsız,4
'Nadir kuşlar' tuhaflığını seyirciye zorlamaya çalışır,4
Film en sevdiğin evcil hayvanın canlı olarak gömülmesini seyretmek kadar komik,4
resident evil john carpenter'ın mars hayaletlerini almaktan ve başlıkları ortadan kaldırmaktan kaynaklanır Diğer bir deyişle tüm yıl boyunca göreceğiniz bir film kadar kötü,4
klişe yüklü senaryo ile beş senarist kabul edilir; Her biri daha önce birinin versiyonunu sularmış gibi görünüyor,4
Her şey bahar molası sırasında gerçekleşen özellikle amatör bir mewitched alayı gibi geliyor,4
iyi yapılmış ama savunmasız olan kan korkunç bir film değil sadece bir hayret verici bir şekilde görülüyor - bir cinayet gizemi için işe yaramaz bir yaka,4
Bu yüzden on binlerce Hintlinin cuma günü 13'ünü temiz ve ayık bir şekilde karşıladığını marangozların setinin üzerine çekildiğini ve aşk gemisinin bir sonraki kaçınılmaz enkarnasyonunda bulacağınız aktörlerle dolu olduğunu öğrendik,4
Filmin bariz türevi olması o kadar cansız bir sebeptir,4
la salma de una de frida superficial preciosista y sin ningún contenido,4
Çocuklar sevimli hayvanlar ve beceriksiz insanlar olduğu sürece yetişkinler kadar berbat filmlere aldırmazlar 'Kar köpekleri' her ikisine de sahiptir,4
neredeyse tam kanlı bir filmden daha ayrıntılı bir cesaret gibi,4
"djeinaba diop gai tarafından çarpıcı yıldız için en iyi olan ""carmen"" in wobbly senegalese güncellenmesi",4
Bu gün boyu yüzdeler hakkında düşünmeyen herkes için muhtemelen filmi batıracak insancıl şeyler,4
Ken russell buna bayılırdı Bir sahnede futbol holiganlığında quentin tarantino'nun iklimsel çarpışmasının çift namlulu bir soygunundan bir bıçak aldık - ve köfte patladı,4
bella ölmeden birkaç gün öncesine kadar sınırsız enerji ile sağlık resmidir Bu kesinlikle ve tamamen gülünç ve annesi kansere yakalanan korkunç bir acıdan acı çeken her aileye bir hakarettir,4
vazgeçme öncülünü tutar   ancak teslimatı tam bir karmaşadır,4
Yeni teknolojinin korkutucu baştan çıkarıcılığı hakkında sivri küçük bir soğutucu olabilirdi kendi yaşayabilirliğine olan inancını yitirir ve muvazzaf özel efektler fazlasına dönüşür,4
Sualtı eğlence olarak çalışmak için biraz fazla zor olan dram olarak nitelendirilebilecek kadar uzaktan inatçı olmayan muson düğün çoğunlukla bollywood filmleri için iştah açmaya hizmet ediyor,4
Bob vincinin size özel bir ilgi alanı olmadığı sürece bu filmin etkileyici performansları ve ustalık yönünün kalıcı bir etki bırakması olası değildir,4
Kaya büyük bir mevcudiyete sahiptir ancak birbiri ardına yapılan bir savaş katil cgi etkilerinin takip ettiği bir savaşla aynı değildir,4
Düşman ile dip çizgisi dizideki tüm filmlerde olduğu gibi aynı: hayranlar kuşkusuz bundan zevk alacaklar ve tartışmasız ihtiyaç onların zamanını boşa harcamazlar,4
puslu john q hepsi ama denzel washington'un baş rolündeki iyi performansını tükürür,4
Her şey bir resim bir taktik gibi hissettiriyor ki bu resim çürük - ya da daha kötüsü varolmayan fikirlerin etrafında inşa edildi,4
Bu ne kadar acımasız ve gerçek olmayan bir karmaşa!,4
Film bir dizi filmden ziyade bir televizyon dizisinin pilot bölümüne benzeyen çeşitli silbersteinleri içeren alt bölümlerle doludur,4
filmdeki opera asla tatmin edici değildir Sanat canlı izleme talep ediyor heyecanını ve aşırı duygularını sağlayan doğuştan gelen tiyatrolar ekranda düzleştirildiğinde parlaklıklarını kaybeder,4
tüm kapalı kapıya hanky-panky rağmen film aslında esansız,4
Seçilmiş bir azınlığa herkese karşı durmak ve üstün bir ahlaki tonu film yapımından daha önemlidir,4
en tatlı şey berbat bir ekşi tat bırakır,4
siyaseti ve toplumsal gözlemi yitirdi ve birtakım senaryolar içinde birtakım saplamalar hakkında bir başka romantizm haline geldi,4
son derece yumuşak acı verici ve gereksiz kafa karıştırıcı   Film yerine dijital video kasetinde çekilen film sık sık kabul edilemez,4
Olabildiğince aptal ve sevecen olarak karikatürler hem bu derinlik hem de genişlikte neredeyse bu dijital-etkileri olan sözde aile dostu komediyi izledikten sonra tam bir shakespearneye benziyor,4
kişisel ilişkilere dayanan bir film için ölümcül olan herhangi bir gerçek ham duyguya sahip değildir,4
yabancı resimlerin düşük bir geri çekilme,4
En iyi şekilde servis edilebilen en kötüsünden biraz daha az servis edilebilir,4
ilk heyecanı pastili bir ısınmaya dayanır,4
Yetenekli oyuncuların genellikle boğdukları klişelerden oluşan büyük bir yemek,4
hikayenin çok az zekası ve sürprizleri yok,4
tüccar-fildişi takımı sinema hakkında sevdiğimiz her şeyi sistematik olarak yok etmeye devam ediyor ancak artık daha da fazla zarar verebilmek için bölünmeye başladı,4
Hollywood'da bir hışırtıyı kesen şey geçen haftaki çeşitlilik meselesi kadar taze,4
hey millet bir çocuk partisi palyaço gibi giyinmiş bir adamın şiddetle tecavüze uğradığı bir filmi izlemek ister misin? öyle düşünmedim,4
Biraz daha yoğun ve biraz daha az çekicilik bu filmi bir acı dünyayı kurtaracaktı,4
yoğun ve esrarengiz   zor   stagy ve kapılı,4
Sloganının kült bir film kadar potansiyeli bile yok çünkü ekrana hakaret etmek için çok gürültülü,4
Filmin arşivi neredeyse tamamen akılsız ve inane her gag bir gülmeyi sürdürmek için sınırının iki veya üç katını taşır,4
   Bağımlılık yapan bir suçlu zevk olarak çalışabilir ancak materyal hiçbir zaman şüpheli hicivsel belirsizliği ortadan kaldırmaz Bu kızıl mektubun bir   amaçsız zorlu ve keyfi olarak,4
Bazen kampta duran parlak bir melodrama benziyor,4
Merkezi karakter ilgimizi tutacak kadar karmaşık değil,4
Bir otantik çizgi alçakgönüllü aksiyon-odaklı dünya savaşı macerası otantiklik açısından düşmana asla ateş etmemesi gereken filmlerden biridir,4
Bir köpek yavrusu çok çaresizce ilgisini çekiyor neredeyse küçük boynu kırıp eğlenceli hileler yapmaya çalışıyor,4
Hemen hemen tüm filmlerde kafa karıştırıcı bir seviyede ya da diğerinde kafa karıştırıcı olması gerekenden çok daha zorluyor,4
Geçmişten biraz daha az aşırı aralarında daha uzun açıklık dizileriyle ve timiumu kırmak için daha az tıkanıklıklarla,4
'orada olmuş' filmin üzerinde asılı 'bir ağır koku var Beklediğiniz her şey - ama daha fazlası,4
Saten rouge ile ilgili en büyük sorun kendini lilia o bir gülümsüyor ve gülümsüyor ama iç hayatı ortaya çıkmayan bir oyuncu tarafından oynanan bir şifre,4
ilginç romantik bir render,4
Filmin arka planında çalınan salon müziği ile neyse bir adam sandler chanukah şarkısı için aşk liza'yı yanlış anlayabilirsiniz,4
Filmin ağır elli senaryoları hızlı bir solgunluk ve iddialılık içine giriyor,4
Potansiyel olarak iyi bir çizgi öncüsü ve mükemmel oyuncuları çok fazla boşa harcanıyor,4
woody allen hollywood biten gibi filmlere alay ediyordu şimdi onları yapıyor,4
henüz bir aktris değil tam bir şarkıcı değil,4
Kötü bir öncül değil ama yürütme en iyi ihtimalle eksik,4
orada yapıldı,4
çiğnemem gereken çok fazla pişmiş karton var,4
Adamlar gibi bir film film eleştirisinin neden iş olarak değerlendirilebileceğidir,4
schnitzler'ın filmi büyük bir kancaya bazı zeki bitlere ve standart çekime sahip karakterlere sahip olsa da iyi hazırlanmış ama yine de sadece kısmen tatmin edici,4
Geçtiğimiz sonbaharda ilk serbest bırakma tarihini yapmış olsa bile orada yapılmış bir aradalık var,4
tatmin edici bir film deneyimi sadece beşte biri,4
Görülebilir bir hedefi vuran hicivli salvoslar olmadan gürültülü çirkin rahatsız edici bir film,4
[l] ame ve gereksiz,4
bir boya sayısının resminin bir film versiyonu Olması gereken şeyi söyleyebiliriz ama ona gerçekten bir sanat eseri diyemez,4
Bu nicholson'un parlak dürüst bir performansı ama fantastik kathy batlarının ortaya çıkması dışında film acı veren bir delik Bravado kathy!,4
   Liotta imkansız bir noktaya konur çünkü karakterinin aldatmacaları en sonunda onu ve tüm senaryonun inandırıcılığını bozar çok kötü,4
Bunun için bana teşekkür edebilirsin Juwanna Mann'ı gördüm sen de zorunda değilsin,4
unutmayan ve karakterleri için herhangi bir bağlılık veya sevgiden yoksun olan reginald hudlin komedi tuvalet mizahına etnik arzulara dayanıyor,4
Temel olarak oldukça tatlı ama aptal,4
Bu romantik / komedi hazımsızlıktan önce ne kadar souvlaki alabileceğinizi soruyor,4
absürdist gözlemler yapmak için fırsatını çarçur eden yanıkların slapstick yolunda aceleyle yakalanır,4
ince işlenmiş 80 dakikaya kadar sarılmış olabilecek bir kıvrım var ama kang üç ya da dört daha fazla sondan bahsediyor,4
reeboir tatlı bir gülümseme ve kızgın bir kabuk arasında değişirken söz konusu öğrenciler tekrarlama yoluyla olası öğrencileri yıpratmaya çalışır Kürtlerin üzerinde hiçbir etkisi yok ama beni yıprattı,4
aktörler bu filmin yönünü doğaçlama yaparak çığlık atıyorlar ve bu tür bir fikri ekranda yapmak için gerekli olan karanlık mizahtan yoksundurlar,4
eş-yazar / yönetmen jonathan parker'in Brezilya benzeri hiper-gerçek bir hiceyi moda etmeye yönelik girişimleri korkunç derecede kısadır,4
eğer bu aptal küçük karikatür birkaç çocuğa açgözlü piçler büyümek için büyümemeye ilham verebilirse,4
gereksiz bir devamı   Bu eski alışkınlık duygusuyla 'bu şeyi üstlenelim' diye rahatsızlık duyuyoruz: Herkes belirlenen zamanda ve yerde ortaya çıktı ancak görünür bir coşku bulmak zordu,4
Kötü filmler için bir cennet varsa vahşiler yolundadır,4
Bardın kötü bir taklidi gibi geliyor,4
Cinayet sayısında eksik olan şey gençlerin sapkın davranışları için gerçek bir psikolojik temeldir Latince eşcinsel olmak ve okumayı sevmek neredeyse yeterli değildir,4
yavan bir vaiz ve klişe savaş filmi,4
korkunç olmayan amatör bir film yapımcılığı ne kadar anlaşılmaz olduğu zaman açıkça donuk ve görsel olarak çirkin,4
uzlaşmanın kendisinin ölümü olup olmadığı gibi medya tarafından oluşturulmuş 'meseleler' üzerinde yükselen bir film… bu orgazm çoğu insan için fazlasıyla unutulmaz bir şey olmayacaktır,4
Slackers 'kolej eğitimine jokey yaklaşımı hayal kırıklığı yaratacak derecede basit - filmin en büyük problemi - ve unutulmayacak kadar aptalca stuntlar ya da hatırlamak için tuhaf diyalog çizgileri yok,4
Cannes'daki festivalde sert hollywood çivileri zorlu bir doğrulukla ortaya çıkarsa filmin bir kısmı da dahil olmak üzere filmin bir kısmı da sinir bozucu bir şekilde inandırıcı değil,4
Film çok fazla eğlence değeri elde etmek için kendi ciddi içgörülerinden çok etkileniyor,4
Freddy'nin parmakları kesilmesinden beri böyle bir şey yapmadım,4
iyi monte edilmiş bir tarih dersinden biraz daha fazla,4
rob schneider'nin çocukça çapraz-giyinme rutinleri bu yaratıcı olmayan komedyen en yeni hileyi ateşli piliçle doldurur,4
Korkunç 99 dakikalık pislik bombası,4
Film ya çok iyi bilge ve bilge ya da düpedüz olan kötülük yapan karakterleri destekleyerek aşağıya çekilir,4
"Hayranları ""korkunç"" ve ""korkunç"" gibi birbirinden hoşlanan sözlerle yürüdüler ancak bilet fiyatını önemsemedikleri için filmi çok fazla eğlendirdiler bu durumda sıfır",4
Film çok kötü boş bir ekrana bakma deneyimini geliştirmez,4
sheridan yazarın öğrenci anılarını ele geçirdi   zor genç bir yaşamda oldukça dişsiz bir şeydir,4
Bu mantık ya da süreklilikle etrafa atlar bu özellikten hiçbir zaman tatmin edici olmayan tam bir resme karşılık gelen bilgi perde arkası baytlarını sunar,4
Babamı nasıl öldürdüğüm bir buzdağı erimesi gibi hissettirdiğini hissettiren sanat filmi filmlerinden biridir - sadece asla eriyemez,4
hollywood vs savaşa gelince woo woo'nun ap gibi görünüyor o w,4
Birkaç kıkırdama var ama gerçekten tek bir gag dizisi değil yıldızlar iki farklı filmde görünüyor,4
Şatonun çok komik bir şakası ve birkaç tane daha iyi olanı var ama hepsi çok hafif bazen can sıkıcı sonuçta önemsiz bir film,4
donuk ruhsuz aptal ve monotonluk: hiçbir şeye varamayacak kadar uçsuz bucaksız bir uçuk noktası,4
duygusal final John Q’yu haftada bir film çekmecesi haline getiriyor,4
sadece başlık karakterini aslanlaştırmak ve öfkesini sömürmek için kullanılan içeriktir - hepsi de kolay sağlık formülü heyecanlar ve ulusal sağlık sigortasına ihtiyaç duyan bir jambonlu vaaz için,4
film tüm asalık meydanda [assayalar] 'ın kalyonel' gelenek geleneğine 'saygı duyuyor,4
onun mesajı haklıdır ve peygamber krikosu gibi acımasızca dürüst bir kişinin elinde yaşamla ilgili bir iki noktaya sahip olabilir,4
[3] çoğu üçüncü sınıf korku sekansından bile gereksiz yere gereksiz ve utanmazca para toplayan,4
Bu küçük emekliliğin bile çok küçük çocukların bile etkileneceğini hayal etmek zor,4
ne titreme kadar korkutucu ne de yıldızlık birlikler kadar komik değil film bir matinee fiyatı ödediğiniz sürece zor değildir,4
Eğer yüzücü yakalanırsa bu durum gençlerin güldürmeleri için bir şeyler aradığı içindir,4
garip bir aşk üçgeni heyecan verici bir keşif olabilirdi koordine olmayan vektörlerin yayılması olur,4
kılık değiştirici usta büyük bir cumartesi gecesi canlı eskiz yapmış olabilir ama harika bir film değil,4
cannes film festivalinde bir film çekmek ve çekmek ancak görsel çekiciliğini ya da atmosferini yakalamakta başarısız,4
koza bir şeyler kazmak için çok hızlı kesim ve bulanık adım-basım kullanır ancak dopey diyaloğu ve bazen yetersiz performanslar bu etkiyi öldürür,4
Bir belgesel seçilen konuya kadar - ya da yeni bir bakış açısı - yaşamak için başarısız olduğunda her zaman hayal kırıklığı yaratıyor Ne yazık ki bu tam olarak Arthur Dong'un aile temellerinin yaptığı şeydir,4
bir septuaganda'nın izleri vardır; zeki bir hile yapmanın kabuklu bir tedavisi,4
orta dereceli bir ağ sitcom gibi - çoğunlukla uygunsuz uyumlu bir şekilde eğlenceli ama sonuçta o kadar ağır değil ki o salondaki iyi bir taslak onu ekrandan patlatabilir,4
çeviri sırasında bir şey kaybolmuş olmalı,4
Bu başlık ile bir filmden ya da gerçekten herhangi bir plympton filminden sıkıntı duyacağınız son şey: sıkıcı,4
Sonunda film homojenleştirilmiş ve biraz gülünç hissediyor sanki gül renkli gözlüklerle arkadan ve çirkin bir geçmişe bakıyor gibiyiz,4
chan'ın stunts'ları sınırlıdır ve bu yüzden çok fazla bir aksiyon hissi ya da aksiyon-komedi bile olmayan bir düzenleme yapılarak süslenmiştir,4
rock'ın stand-up büyüsü hopkins ekranı tamamen doldurur eylem - mekanik,4
"tuxedo ""maskenin"" jim carrey için olduğu konusunda bir araç olmalıydı alas kıyafetleri yapan adam",4
çocuk oyuncağı dawson'un derisinden başlayarak bir Amerikan turta hıyarının beklediğini düşünen sıradan sinemaseverler için muhtemelen çığlık atıyorlar,4
sahip olduğum en büyük sorun (çok yavaş olan hızdan başka) yeteneğinin her ne kadar büyümesi gerektiği düşünülse bile bir aktris olarak asla esther çiçeğini göremiyoruz,4
benden ne bulmacalar britney spears 'ilk filminde müziğe vurgu eksikliği,4
arsa karakterler drama duygular fikirler - hepsi akrep kralı görme deneyimiyle alakasız,4
Deniz kenarında şehir isteyebileceğiniz tüm işlevsiz aile dinamikleri ile cesur bir polis gerilimidir ama bütün bunlara rağmen nasıl yıkanması projenin en önemli gizemidir,4
Filmin cinsiyetçilikle ilgili ikiyüzlü dersleri ne olursa olsun gerçek renkleri çeşitli ıslak tişört ve duş sahnelerinde ortaya çıkıyor,4
melez bir genç gerilim ve cinayet gizemi olarak sayılarla cinayet profili çok yakından uyuyor,4
komik olduğunu düşünen unfunny bir filmden çok daha acı verici değil,4
Amacının ne olduğundan emin olamadığı halde filmi yüzeysel bir şekilde zevk aldım,4
ne yazık    Malzemenin bu kadar ikinci olduğunu,4
